clean_dates,description
2019-06-11,"   Hoy presentamos al equipo del gobierno federal asignado para cumplir los compromisos que hicimos con el gobierno de Estados Unidos a fin de evitar la aplicación de aranceles, medidas unilaterales injustas, que afecten al comercio con ese país.   La comisión especial estará coordinada por el secretario de Relaciones Exteriores, Marcelo Ebrard, quien a su cargo tendrá cinco responsables: el subsecretario para América Latina y El Caribe, Maximiliano Reyes Zúñiga; el comisionado del Órgano Administrativo Desconcentrado de Prevención y Reinserción Social, Francisco Garduño Yáñez; el subsecretario de inclusión productiva y desarrollo rural territorial, Javier May Rodríguez y el general Vicente Antonio Hernández Sánchez.  Este día la Guardia Nacional realizará el despliegue en la frontera sur que servirá de  respaldo a las instituciones de migración. Dialogaremos con migrantes y registraremos su ingreso a México; recibirán trato humanitario.   Implementaremos un plan inmediato para la atención de migrantes en espera de asilo y aplicaremos las acciones previstas en el Plan de Desarrollo Integral a través de la cooperación de los países.  Tenemos un plazo de 45 días para cumplir con estas metas y lograr el propósito de regular el flujo migratorio. Es un desafío interesante acreditar que es posible atemperar el fenómeno migratorio originado por la necesidad de mejores condiciones de vida. El uso de la fuerza no es la alternativa para contenerlos.   Con producción, trabajo y bienestar podemos mantener a las personas en sus lugares de origen. Evaluaremos los avances de las acciones y nunca ocultaremos datos. Estamos optimistas en que esta estrategia funcionará.  Ampliaremos el programa ‘Sembrando Vida’ a 200 mil hectáreas más en toda la franja fronteriza para crear de inmediato 80 mil empleos. Tenemos el compromiso de atender a los damnificados de los sismos, por lo que necesitamos 20 mil trabajadores que se desempeñen en la reconstrucción. En la refinería Dos Bocas abriremos la misma cantidad de espacios de empleo.    Trataremos con humanismo y fraternidad a los migrantes, que no les falte atención médica y se respeten sus derechos humanos. Tenemos recursos para ello porque no permitimos la corrupción y somos un gobierno austero.   Si los países desarrollados ayudan a los países pobres, podremos frenar esta problemática. Si se les abandona, se les da la espalda y las agencias financieras internacionales no cooperan, no se puede solucionar.   Fue muy buena la decisión que tomamos; los inversionistas lo han expresado, nuestra moneda se fortaleció y se disipó la posibilidad de una crisis financiera.  Continuaremos nuestra política de no confrontación y búsqueda de acuerdos. Mantendremos buenas relaciones con el pueblo y el gobierno de Estados Unidos, al igual que con todo el mundo. Tenemos que fortalecer y diversificar nuestras relaciones globales.          "
2019-06-10,"  Lunes 10 de junio 2019.   Hoy iniciaremos las reuniones con integrantes del Gabinete Legal para reforzar la política de desarrollo, bienestar y atención a migrantes. Seguiremos siendo un país justo, libre y soberano, con oportunidades para la creación de empleos e inversión.   Podemos atemperar el fenómeno migratorio sin el uso de la fuerza, respetando los derechos humanos y con programas de apoyo a la producción y al empleo para que la gente no se vea obligada a migrar. Demostraremos que sí se puede.   Desplegaremos elementos de la Guardia Nacional en la frontera sur que trabajarán en coordinación con el Instituto Nacional de Migración. En este gobierno no criminalizaremos a las personas que cruzan el país, pero debemos tener registro de los mismos.   Derivado de las negociaciones con el gobierno estadounidense, logramos separar los temas migratorio y de comercio, además de la ratificación del compromiso firmado el 18 de diciembre con el Departamento de Estado para respaldar el Plan de Desarrollo Integral en Centroamérica que ya ha sido avalado por Alemania y España.   Estados Unidos invertirá 5.8 billones de dólares, de los cuales se han anunciado 350 millones de dólares en un proyecto en El Salvador. Dentro de 45 días se someterán a evaluación estas políticas. Estamos optimistas y seguros de que no existirán represalias económicas a nuestro país.  Nos encontramos contentos y satisfechos con el acuerdo que alcanzamos con Estados Unidos porque evitamos una crisis económica, afectaciones en inversiones y empleos. La política son resultados.  Este 10 de junio recordamos los actos de represión de 1971, la Masacre del Jueves de Corpus Christi. Hacemos el compromiso de nunca utilizar la fuerza para detener las expresiones de inconformidad. No debemos optar por el autoritarismo. Tenemos que ser respetuosos de la libertad de manifestación y la pluralidad. Reprobamos la tortura, la desaparición y el asesinato de opositores.   Como cada lunes, presentamos el reporte de los precios de las gasolinas y el gas LP en el territorio nacional. Aclaramos que no habrán 'gasolinazos'. Se cumplirá el compromiso de que no aumentar en términos reales los costos de los combustibles.          "
2019-06-07,"   Recibimos a las madres y padres de los menores que perdieron la vida en el incendio de la Guardería ABC. Nos comprometimos a hacer un llamado respetuoso al fiscal General de la República, Alejandro Gertz Manero y al presidente de la Suprema Corte de Justicia de la Nación, Arturo Zaldívar, para que con apego a la ley se lleve a cabo la investigación de los hechos y no haya impunidad.  Queremos que se haga justicia y estamos seguros de que atenderán el exhorto que hacemos desde el Poder Ejecutivo. Atendimos otras demandas de los familiares de las víctimas y les cumpliremos en todo. Acordamos tener una nueva reunión en los próximos días en Hermosillo, Sonora.  Recordamos la convocatoria para participar en el acto de defensa de la dignidad nacional y amistad con Estados Unidos este sábado 8 de junio a las "
2019-06-06,"   Hoy convocamos al pueblo de México, de todos los sectores, clases sociales y culturas a participar en un acto de unidad, defensa de la dignidad de México y en favor de la amistad con el pueblo de Estados Unidos. El sábado 8 de junio lo llevaremos a cabo a las "
2019-06-04,"   Hoy es un día de luto en el que recordamos la pérdida de 49 niñas y niños de la Guardería ABC y a los 106 heridos por el incendio. Informamos que se ratificará, ampliará y reforzará la denuncia penal de los hechos ante la Fiscalía General de la República. El compromiso es reabrir el caso.  No se trata de acusar por acusar; no estamos a favor del autoritarismo, de linchamientos públicos y políticos. Los jueces decidirán sin encubrir absolutamente nada. Ningún servidor público del Poder Ejecutivo orientará resoluciones en la impartición de justicia.  En homenaje a las víctimas, la bandera nacional se izará a media asta en todas las dependencias de la administración federal. El Instituto Mexicano del Seguro Social realizará un simulacro simultáneo en sus mil 416 guarderías.  Aceleramos las obras del nuevo Centro de Atención Inmediata para Casos Especiales en Hermosillo, Sonora, que tiene como objetivo apoyar las necesidades médicas, físicas y emocionales de los afectados directos e indirectos del siniestro ocurrido el 5 de junio de 2009. El avance de la construcción es del 79 por ciento en su construcción aún cuando debió iniciar operaciones en marzo de 2018. Impulsamos que esté listo para funcionar en los próximos meses.   Realizamos las gestiones necesarias a fin de que los padres y madres participen en el fideicomiso de ayudas extraordinarias. Lograremos una resolución definitiva a este asunto poniendo por delante el interés fundamental y legítimo de los afectados. La posición del gobierno federal siempre será de atención a las víctimas.      En cuanto se consoliden acuerdos y avancen los procesos legales ofreceremos una disculpa pública; construiremos un memorial y rehabilitaremos el existente. Refrendamos nuestra disposición de recibir a los familiares.   Informamos que las autoridades constitucionales y tradicionales de Chiapas concretaron el acuerdo de Chenalhó; firmaron un pacto de paz y conciliación en la región norte de la entidad que, entre otras cosas, contempla la apertura del territorio, con lo que será posible instalar una de las cien Universidades Públicas Benito Juárez.  Analizamos la posibilidad de aplicar procedimientos más ágiles y expeditos para liberar a los inocentes que están en las cárceles del país injustamente. Hay defensores indígenas presos a los que incluso les fabricaron delitos y no han sido sentenciados o, aunque cometieron delitos menores, por circunstancias de pobreza no pueden pagar sus fianzas.   Tenemos que hacer una revisión de los 538 casos en los que se observan detenciones indebidas. El pasado 23 de mayo fueron liberados seis de los defensores de la comunidad de Salazar en el Estado de México que se encontraban en el Centro de Readaptación Social de Almoloya de Juárez: Fermín Esquivel Rojas, Miguel Ángel Vilchis García, Yuriko Maribel Becerril, Daneyra Becerril Villavicencio, Beatriz Pérez Flores y Cutberto Vilchis García.  Cada vez más se consolida la función de la Secretaría de Gobernación como la institución de defensa de los Derechos Humanos. Una secretaría que ordenaba la represión y perseguía a los ciudadanos, ahora protege a los mexicanos.  Hoy es el encuentro de la delegación mexicana con funcionarios del gobierno de Estados Unidos. Lo mejor es mantener una relación de entendimiento, libre comercio y no imponer tarifas o aranceles, no cerrarnos.   Escuchamos la posibilidad de diversificar nuestras relaciones comerciales. Analizamos un mayor intercambio comercial, acuerdos e inversiones con otros países, siempre cultivar los vínculos, pero conservar la buena vecindad con Norteamérica. No optaremos por posturas radicales ni maniqueos y ejerceremos nuestros derechos soberanos. Debemos hacer un esfuerzo de diálogo, conciliación y no ruptura.          "
2019-06-04,"   Anunciamos que los secretarios de Hacienda y Crédito Público, Carlos Urzúa y de Relaciones Exteriores, Marcelo Ebrard, representarán al Gobierno de México en la Cumbre del G20 en Osaka, Japón. Enviaremos una carta en la que trataremos el tema de la desigualdad en el mundo porque es la que origina el deterioro del ambiente y la migración. Es lo que hay que tratar, para eso deben llevarse a cabo los encuentros globales.   Sobre el tema migratorio refrendamos nuestra visión de atender con empleo las causas que originan este fenómeno, no violar los derechos humanos e impulsar la cooperación para el desarrollo. En la reunión de mañana con el secretario de Estado del gobierno de Estados Unidos, Michael Pompeo, escucharemos propuestas y reafirmaremos la postura. Procuraremos nuestra soberanía. Estamos optimistas en que llegaremos a un acuerdo.   Estamos a la espera de los estudios de impacto ambiental para la construcción del ‘Aeropuerto Internacional Felipe Ángeles’ en Santa Lucía, Estado de México y a finales de junio o principios de julio estarán listos. Esto no afectará los tiempos de la obra.    Sabemos por diversos estudios de opinión que la población está de acuerdo en no hacer ninguna tregua en el combate a la corrupción y a la impunidad. Quieren que continuemos con esa estrategia.   Están de acuerdo con cómo se lleva la relación con Estados Unidos, a favor de que se combata la pobreza y apoyan la austeridad, coinciden en que se acabe el derroche y los lujos. Tienen preocupación en el tema de la seguridad, pero también confianza.   Afortunadamente la mayoría de los ciudadanos tiene mucha conciencia de lo que está sucediendo en el país. Se dieron cambios muy importantes y hay quienes no quieren entender que es otra realidad. No se resignan.   Ratificamos nuestro compromiso de aceptar todas las recomendaciones de la Comisión Nacional de los Derechos Humanos. Es una premisa fundamental y en los hechos lo  demostramos.          "
2019-06-03,"   Hoy informamos que mantenemos una buena actividad diplomática con visión de cooperación para el desarrollo y defensa de los derechos humanos. Insistimos en que debemos aplicar un plan para que haya bienestar en Centroamérica y México.   Tenemos potencial, un pueblo excepcional, extraordinario y trabajador; fortaleza económica, finanzas públicas sanas y planes importantes. Podemos salir adelante frente a cualquier adversidad. Estamos en vías de convertirnos en una potencia económica con dimensión social. Pase lo que pase, habrá progreso con justicia.  Lo mejor es que mantengamos una relación de amistad, libre comercio y entendimiento con Estados Unidos. La confrontación y el aislamiento no funcionan. Pensamos que se puede llegar a un acuerdo. Le conviene a ambos países.   Anunciamos que, para seguir atendiendo el tema migratorio y la relación bilateral, nos reuniremos en los próximos días con alcaldes, presidentes municipales y otras autoridades en Los Cabos, Baja California Sur. El fin de semana viajaremos a la frontera norte.   Como parte del reporte de las marcas y estaciones de combustible que ofrecen los mejores precios, dimos a conocer que la Procuraduría Federal del Consumidor realizó un total de 125 verificaciones. Ocho estaciones se negaron a ser inspeccionadas y en 21 se detectaron irregularidades al despachar litros completos.  De las mil 948 bombas y mangueras verificadas, 29 se inmovilizaron por no despachar ‘litros de a litro’. En 79 no se encontraron irregularidades.   Durante las verificaciones la Profeco encontró software ilegal que altera los reportes de las compras, las ventas y existencias de combustible en los tanques de almacenamiento. Esto es un delito y procederemos para que se apliquen sanciones.   La Procuraduría Federal del Consumidor trabaja en la emisión de una norma emergente que contemple los controles volumétricos. Llevará a cabo revisiones más profundas en 71 estaciones de servicio en coordinación con la Secretaría de Seguridad Pública y Seguridad Ciudadana.   Con Pemex y la Comisión Federal de Electricidad cumplimos el compromiso de no aumentar los precios de la gasolina.   Brindamos esta información cada lunes con el objetivo de demostrar quiénes comercian con ética y para que los distribuidores no abusen, que no tengan ganancias excesivas fuera de lo normal. Los consumidores pueden decidir y castigar a quienes dan precios elevados.   Celebramos que las elecciones en seis estados se realizaron en calma y paz. En un hecho inédito, no hubo injerencia del gobierno federal. La Cuarta Transformación significa una verdadera democracia.          "
2019-06-03,"   Hoy informamos que ya fijamos nuestra postura en un carta dirigida al presidente Donald Trump ante la imposición de aranceles a las exportaciones mexicanas como medida para frenar la migración ilegal.   Nosotros no caeremos en provocaciones, optamos por la no confrontación y prudencia. Aunque se tenga el corazón caliente, la cabeza fría. Pensamos que todos los conflictos en las relaciones bilaterales deben de resolverse con diálogo y comunicación.  Las relaciones de amistad, económicas, comerciales y culturales, nos unen al pueblo estadounidense; 24 millones de mexicanos viven y trabajan en Estados Unidos, por eso actuaremos con respeto a las autoridades de ese país.   Instruimos al secretario de Relaciones Exteriores, Marcelo Ebrard, viajar a Washington para que permanezca en la Embajada de México en Estados Unidos y busque el intercambio de puntos de vista, llegar a un acuerdo respecto a la medida de aumentar impuestos a los productos mexicanos que exportamos a ese país. Presentaremos un informe de la misión que el canciller tiene encomendada.  No contestaremos de manera desesperada y daremos tiempo. Como lo expresamos en la carta, no consideramos que deba aplicarse la Ley de Talión de diente por diente, ojo por ojo, porque nos quedaríamos tuertos todos.   La política se creó para evitar la guerra. Actuaremos con diplomacia y responsabilidad.  A todos los mexicanos les decimos que tengan confianza. Superaremos esta actitud del gobierno de Estados Unidos, ellos rectificarán porque el pueblo de México no merece un trato como el que se quiere aplicar. Estas medidas no convienen a los mexicanos ni a los estadounidenses.  El presidente Trump comprenderá que no es de esa manera en que se pueden resolver los problemas. Los gobernantes tenemos que escuchar la voz de los ciudadanos; en México y Estados Unidos la opinión es a favor del libre comercio y no de medidas que lo impidan, como aranceles o el cierre de nuestras economías.   Esto no detiene el proceso que ya se inició para ratificar el Tratado ante el Senado de la República. Cumplamos con los compromisos y terminaremos de aprobar el Tratado Comercial de México con Estados Unidos y Canadá.  Siempre hemos atendido y escuchado los planteamientos del gobierno de Estados Unidos. Estamos trabajando para reducir el flujo migratorio. Se trata de un asunto de otros países, no queremos culparlos, son circunstancias que se presentan en países donde la gente no tiene opciones o alternativas.  La mitad de los migrantes son de la hermana República de Honduras y entre ellos vienen miles de niños, incluso algunos vienen solos. Ante este crecimiento hemos actuado y los acompañamos de regreso a sus países como no se había hecho en otros tiempos. Estamos protegiéndolos.   Tenemos que ayudar a frenar la migración ilegal pero lo haremos respetando los derechos humanos. Nada de autoritarismo, son seres humanos. No cometeremos violaciones. Por encima de lo material, está la fraternidad.  Llamamos al pueblo de México, tanto a los que estamos en el país, como los que viven en Estados Unidos, a estar atentos y unidos, a que enfrentemos juntos esta situación. x Este es un asunto de fraternidad universal que, como lo digo en la carta, está por encima de otras consideraciones.  Sobre la reunión que sostuvimos con gobernadores surgidos del PAN, informamos que buscamos fortalecer la relación y la posibilidad de lograr una alianza amplia para combatir la corrupción y la pobreza; garantizar paz, tranquilidad e impulsar el crecimiento económico.   Pronto nos encontraremos con gobernadores surgidos del PRI, con quienes trabajamos de manera coordinada.  Acordamos revisar obras estratégicas y trascendentes en beneficio de la población de cada estado. Entregarán sus propuestas para ver de qué tipo son y determinar el presupuesto a destinar.      "
2019-06-03,Conferencia de prensa matutina. Jueves 30 de mayo 2019.       
2019-06-03,"   Presentamos la iniciativa Spotlight para prevenir y erradicar el feminicidio y todas las formas de violencia contra mujeres y niñas. Tenemos el compromiso de seguir protegiéndolas; para nosotros es prioridad que haya igualdad.   Trabajaremos en alianza con seis agencias de Naciones Unidas: ONU Mujeres, el Programa de Naciones Unidas para el Desarrollo, el Fondo Unicef para la Infancia, el Fondo de Población, el alto comisionado para los Derechos Humanos y la Oficina de las Naciones Unidas contra la Droga y el Delito, en colaboración con la Unión Europea.  Los esfuerzos involucran a los tres órdenes de gobierno con la sociedad civil organizada; se centran en prevenir, atender y sancionar la violencia contra las mujeres y niñas desde una perspectiva de derechos humanos, interculturalidad y perspectiva de género, poniendo énfasis en cambios culturales y de estereotipos.  La colaboración tendrá efecto en el Estado de México, en los municipios de Naucalpan y Ecatepec; en Chihuahua, en el municipio de Chihuahua y Ciudad Juárez; y en Chilpancingo, Guerrero.  El proyecto contará con una inversión de 11.8 millones de dólares que se destinarán directamente a los cinco municipios de los tres estados de la República mencionados.  La Comisión Nacional para Prevenir y Erradicar la Violencia Contra las Mujeres será la instancia responsable de la coordinación de esta iniciativa.  Los pilares de la iniciativa son la revisión del marco legislativo y de políticas públicas, el fortalecimiento institucional, la prevención para cambiar normas y comportamientos violentos, los servicios de calidad con atención en la prevención y la resiliencia, y el manejo de datos de información para fomentar y desarrollar políticas públicas.  Además, impulsará programas sobre violencia contra las mujeres y la aplicación de la alerta de violencia de género y feminicidio. Pone énfasis en el movimiento de mujeres y las organizaciones de la sociedad civil.  Además de ponerse en operación en México, Spotlight tiene presencia en Argentina, Honduras, Guatemala y El Salvador, luego de que fuera anunciada en septiembre de 2018 en la Septuagésima Tercera Asamblea General de las Naciones Unidas en Nueva York.   Nuestro compromiso es buscar que cada vez haya más participación de las mujeres en todos los campos de la vida pública. En todos los 'Programas Integrales de Bienestar' la mayoría de las beneficiarias son mujeres.   Participación, garantía de sus derechos sin titubeos, evitar la violencia, el maltrato y la discriminación contra las mujeres. Ese es un distintivo de nuestro gobierno.  Ahora hay un equilibrio en el gabinete: es el mismo número de hombres que de mujeres en el gabinete ampliado. Teníamos hasta hace unos días en el gabinete cercano ocho hombres, ocho mujeres, hubo necesidad de hacer unos cambios, pero siempre se toma en cuenta la paridad de género.      "
2019-05-28,"   Hoy dimos a conocer avances  en la entrega de becas para estudiantes de distintos niveles de escolaridad y apoyos a padres y madres trabajadores que anteriormente correspondían a las estancias infantiles. Se debe conocer cómo se está orientando el presupuesto y que ya se dispersan todos los recursos.   Estamos combatiendo la corrupción y la impunidad, y hay un plan de austeridad republicana. Todo lo que ahorramos se destina al pueblo, a los habitantes de las comunidades más apartadas y de manera especial a la gente humilde. Sostenemos que por el bien de todos, primero los pobres, a quienes les damos preferencia porque son muchos.   Lamentablemente los indígenas son los más olvidados de México. Es una vergüenza que siendo la población originaria, la verdad más íntima, estén en la marginación y el olvido. En el caso de las ciudades se prioriza a los habitantes de las colonias menos favorecidas.    Explicamos el funcionamiento del ‘Programa de Universidades para el Bienestar Benito Juárez’ en zonas de México donde no hay escuelas de nivel superior. Tenemos más de 80 planteles con labores iniciadas. El propósito es que en el sexenio podamos atender, cuando menos, 300 mil estudiantes. Es como si crearamos otra UNAM en los pueblos más pobres del país.  En estas universidades las actividades académicas no tendrán costo para los estudiantes; no se hará examen de admisión y todos ingresarán con una beca de 2 mil 400 pesos mensuales. En 2019 incorporaremos a 96,000 alumnos.   Del programa de ‘Apoyo para el Bienestar de Niñas y Niños hijos de Madres Trabajadoras’, la Secretaría de Bienestar registra un avance de 92.6 por ciento con la entrega de 188 mil 60 órdenes de pago de una meta de 197 mil 719 niños y niñas.   Las ‘Becas para el Bienestar Benito Juárez’ presentan un avance del 69 por ciento de una meta de 7 millones 140 mil beneficiarios de educación básica. En el caso de educación media superior, la entrega es del 97 por ciento y en educación superior la dispersión de recursos es del 82 por ciento.  Tras la reunión con maestros de la CNTE explicamos que, además de los cambios a la reforma en educación, planteamos construir aulas y dar mantenimiento en las escuelas de todo el país. Queremos que en cada escuela se constituyan comités para administrar recursos que se destinarán a optimizar las instalaciones. La educación mejorará desde abajo y con la gente.  Destacamos que la actitud de los militares en Michoacán fue responsable, digna y valiente. Lo que es una cobardía es abusar de nuestros semejantes. Por eso refrendamos todo nuestro apoyo a las Fuerzas Armadas, que tienen la instrucción de mantener una actitud prudente, de respeto a los derechos humanos y que a nadie se le debe privar de la vida.   Estamos trabajando en la capacitación de la Guardia Nacional para resolver casos como los sucedidos el fin de semana. Los titulares de las secretarías de la Defensa Nacional y de Marina nos mantienen informados y cuando hay actitudes irresponsables, lo asumen.          "
2019-05-27,"   Hoy informamos sobre los nombramientos de Víctor Manuel Toledo como nuevo secretario de Medio Ambiente y Recursos Naturales, y de Ricardo Ahued al frente de la Administración General de Aduanas del Servicio de Administración Tributaria.   En ambos casos se trata de buenos servidores públicos, profesionales y honestos, principal distintivo y lo que más se necesita en la administración pública.    La renuncia de Josefa González fue un caso lamentable. No tenemos derecho a fallar en nada. Si no se tiene autoridad moral, no se puede tener autoridad política. Sí se produce un desequilibrio en el Gabinete Legal en cuanto a paridad de género pero lo resolveremos.   Presentamos los resultados de la subasta de vehículos de lujo que se realizó el fin de semana en el Complejo Cultural Los Pinos. Nos fue muy bien y agradecemos a los participantes que, además de comprar, querían ayudar a las comunidades de Santos Reyes Yucuná y Santa María Zaniza, dos de los municipios más pobres de Oaxaca, que recibirán apoyos a partir de los recursos obtenidos.   De los 82 lotes a la venta, logramos comercializar 65, quedando 17 desiertos. Hemos decidido que cada 15 días habrá una subasta. La que sigue será de casas y después, una de joyas. Así inician las acciones del Instituto para Devolver al Pueblo lo Robado.   Se trata de un cambio de régimen, no de un cambio de gobierno y eso significa arrancar de raíz el régimen corrupto. Eso causa algunas molestias, pero es necesario. No se puede seguir con más de lo mismo. Algunos pensaron que se trataba de discurso y se están dando cuenta que no es así.   Estamos limpiando de corrupción el sector salud. Puede que falten algunos medicamentos pero se resolverá el problema y mejorará el servicio. Explicamos los cambios que han sucedido y pedimos a la ciudadanía que nos ayuden.   Aclaramos que la compra de antirretrovirales se realizó desde noviembre de 2018 y continúa para el segundo semestre de 2019.  Entre las compras estratégicas se consideraron antirretrovirales, vacunas, medicamentos patentes y genéricos, además de material de curación. Dejamos claro a quienes quieren bloquear la compra de medicamentos, que si no es aquí en México, nos vamos al exterior del país a conseguirlos.  Como cada lunes, presentamos el reporte de precios de combustible en las estaciones de servicio en todo el país como resultado de las acciones de verificación que lleva a cabo la Procuraduría Federal del Consumidor.   En general vamos bien. Los 'Programas Integrales de Bienestar' y el crecimiento económico avanzan; hay confianza y está llegando la inversión. En materia educativa buscamos acuerdos a través de reuniones con la CNTE y el SNTE.          "
2019-05-24,"   Celebramos que el día de ayer se aprobaron las leyes secundarias para la Guardia Nacional. Son buenas noticias para garantizar seguridad pública. Los elementos ya reciben capacitación; iniciarán operaciones formalmente el 30 de junio.  Al presentar un reporte de las votaciones, expresamos nuestro agradecimiento a los legisladores de todos los partidos por votar a favor de manera mayoritaria en materia de las leyes reglamentarias, uso de la fuerza, registro de detenciones, reformas a la Ley del Sistema Nacional de Seguridad Pública y paridad de género.   Anunciamos que la próxima semana presentaremos un informe sobre la inversión en el sector salud. Nuestra meta es igualar la calidad de atención en centros de salud de todo el país con los institutos especializados. Queremos que las comunidades pobres tengan médicos, medicamentos e infraestructura.   Hay presupuesto; no están congelados los recursos. Que quede claro: para la salud y la educación del pueblo, no hay límite. Sería una contradicción que un gobierno que surge de un movimiento popular, no destine recursos a estos sectores.  Reafirmamos nuestro compromiso de lograr un sistema de salud pública como el de Canadá o los países nórdicos con hospitales, médicos y especialistas suficientes, sin saturación, con buenos laboratorios, cobertura hasta en los lugares más apartados del territorio y no solo en las grandes ciudades. Nos enfrentamos a muchos intereses, pero vamos a poder y daremos el ejemplo mundial.   Hay presiones de los vendedores de medicinas porque tenían negocios hasta por 2 mil millones de dólares. Estamos limpiando de corrupción y siempre que hay un cambio, se presentan resistencias.   La oficial mayor de la Secretaría de Hacienda y Crédito Público, Raquel Buenrostro, es la encargada de las compras y tiene todo el apoyo del gobierno federal; informará sobre el plan de adquisiciones. Calculamos que en medicamentos, sin corrupción, ahorraremos hasta 200 mil millones de pesos.  Se acaba el huachicol en el tráfico de medicamentos, en la educación, en el suministro de energía eléctrica y en el combustible.   Podremos lograr un estado de bienestar si se acaba la corrupción; mejoraremos las condiciones de vida y trabajo para todo el pueblo.         "
2019-05-23,"   Hoy reafirmamos que continúa la revisión de contratos y compras de materiales y suministros en el Instituto Mexicano del Seguro Social. Rescataremos esta y otras instituciones fundamentales que estaban plagadas de corrupción; las estamos limpiando.   El director del IMSS, Zoé Robledo, ofreció un reporte de sus primeras 24 horas en el cargo. Dio a conocer a los ciudadanos cómo va a conducir esta institución. Es un servidor público eficiente y honesto.   A los que no les gusta la austeridad, alegan que se verá afectado el servicio y no habrá medicamentos. Al contrario, si hay austeridad, mejorará la atención.  Si se necesita, haremos licitaciones internacionales para las compras del IMSS con el acompañamiento de la Oficina de las Naciones Unidas de Servicios para Proyectos de la ONU. No nos detendremos para limpiar de corrupción el gobierno.   El titular del IMSS se reunió con el secretario de Hacienda y Crédito Público, Carlos Urzúa, para revisar los ingresos y egresos de la institución. En el informe del primer trimestre la eficiencia del gasto fue del 94 por ciento; incluye medicamentos y materiales de curación.   El propósito es gastar bien y de manera eficiente los recursos para que rindan. Tenemos el reto de recuperar el sentido original de las instituciones del país.   Cuidaremos que se elimine la concentración en las compras consolidadas o los sobreprecios; revisaremos prioridades. Cada peso que destine el gobierno federal y las cuotas obrero patronales, son sagrados. El gasto se hará de manera honrada, eficiente y sin corrupción.   La próxima semana el director del IMSS dará a conocer la lista de hospitales y clínicas que nos heredaron inconclusos las pasadas administraciones.         "
2019-05-22,"   Hoy anunciamos que Zoé Robledo, actual subsecretario de Gobernación, será el nuevo titular del Instituto Mexicano del Seguro Social (IMSS). Le tenemos toda la confianza por su experiencia; es progresista y honesto, uno de los mejores servidores públicos que tenemos, por eso lo invitamos a participar. Mañana informaremos quién lo sustituirá en la Segob.   Lamentamos que Germán Martínez haya renunciado al IMSS y, al mismo tiempo, consideramos que está en su derecho; somos libres. Nosotros queremos que gobiernen mujeres y hombres libres, no subordinados o gente sin criterio.  Revisaremos la entrega de recursos por parte de la Secretaría de Hacienda y Crédito Público al Instituto. Estamos procurando que no falten insumos.   Cuando se es servidor público y está de por medio la justicia, luchamos con convicción; incluso se permite hacer un motín emocional si se trata del bienestar del pueblo.   Hay que ser perseverantes y tercos en las causas que se defienden; no dejarse vencer por disposiciones legales o lo que dice una secretaría, aunque se trate de Hacienda. Un buen servidor público pone por encima la justicia y no se rinde.   Seguimos con el plan de acabar con la corrupción en la compra de medicamentos y de mejora al sistema de salud. Puede haber diferencias con la Secretaría de Hacienda pero ya hay una decisión tomada y se va a cumplir: garantizar el derecho del pueblo a la salud, establecido en el artículo 4 de la Constitución.   Mejorará mucho este rubro para derechohabientes del IMSS y del ISSSTE. Los gobiernos pasados dejaron mucha corrupción y cientos de centros de salud y hospitales sin concluir; todo eso lo tenemos que resolver con el apoyo de los trabajadores.   Crearemos el Instituto de Salud para el Bienestar, que tendrá como propósito dar atención médica y medicamentos gratuitos a la población no derechohabiente, y no solo cuadro básico.   Analizamos construir un centro de almacenamiento y distribución de combustible en Tula, Hidalgo, donde se pretendió hacer una refinería en el sexenio antepasado.   Reafirmamos que creceremos en materia económica; no descartamos llegar al 2 por ciento para este año.          "
